,商品名,价格,店铺,销量,省份
208,金尊广式蛋黄莲蓉豆沙椰蓉冬蓉水果多口味中秋送礼月饼礼盒装团购,119.9,金尊旗舰店,1465.0,广东
209,米旗金秋祝福礼盒装中秋月饼礼盒蛋黄白莲多福利礼品团购广式500g,45.9,米旗都味专卖店,2997.0,陕西
210,广州酒家中秋月饼礼盒流心月饼中秋节团购熔岩流心奶黄月饼400g,228.0,上宇华泰食品专营店,138.0,北京
211,华美月饼广式中秋送礼手工粤工坊双黄白莲蓉720g礼盒高档包装团购,169.0,华美东邮专卖店,319.0,广东
212,云腿金腿五仁月饼咸蛋黄莲蓉 传统老广式手工伍仁大月饼3斤送礼盒,298.0,安宁空白丶,5000.0,广东
213,YOTIME中秋节曲奇饼干月饼礼盒装手工桃山皮糕点760g团购送礼礼品,158.0,天猫超市,411.0,上海
214,轩妈蛋黄红豆酥中秋大礼包990g月饼礼盒送礼零食精美礼盒,123.0,天猫超市,470.0,上海
215,奈雪跨界朕的心意月饼礼盒多口味流心月饼中秋佳节送礼月饼礼盒,337.0,奈雪官方旗舰店,299.0,广东
216,中秋月饼礼盒装高档三层铁盒团购送礼传统广式蛋黄火腿多口味礼品,79.9,魔与天使,378.0,四川
217,美心月饼券348型流心奶黄月饼礼盒提货券全国使用,288.0,梦婷票务,128.0,上海
218,元祖雪月饼雪享月308型中秋冰淇淋月饼礼券礼品福利提货券优惠券,240.24,c雨雨99,27.0,上海
219,桃李小月饼散装多口味500g广式水果豆沙月饼传统中秋送礼零食盒装,39.8,天猫超市,396.0,上海
220,米旗月洒星河广式月饼礼盒装600g 蛋黄莲蓉多口味中秋节送礼礼品,79.9,米旗官方旗舰店,70000.0,陕西
221,杭州九月生活杭州特产鲜肉榨菜月饼榨菜鲜肉饼咸月饼孕妇早餐点心,65.0,九月生活旗舰店,605.0,浙江
222,帝辉广东广式月饼高档大礼盒装中秋节送礼蛋黄莲蓉多口味月饼团购,139.9,帝辉食品旗舰店,3007.0,广东
223,江南状元流心奶黄月饼巧克力月饼礼盒散装手工中秋节送礼团购批发,39.9,江南状元旗舰店,3727.0,江苏
224,酥大花台式手工酥皮网红月饼蛋黄紫薯多口味台湾中秋节送礼礼盒装,78.0,宝冠食品专营店,998.0,福建
225,润之禧 双层竹篮月饼礼盒装 蛋黄莲蓉多口味散装中秋节送礼品团购,59.9,润馨食品专营店,1206.0,浙江
226,高州鸿福加头五仁月饼老式传统广东特产糕点零食茂名中秋广式月饼,28.8,q浅q笑,4272.0,广东
227,云南特产宣威火腿老式云腿中秋月饼礼盒送礼酥皮小饼散装传统糕点,17.9,辰科食品专营店,739.0,云南
228,稻香村月饼礼盒蛋黄莲蓉五仁枣泥多口味广式月饼中秋传统礼品团购,39.9,好聚全食品专营店,1093.0,北京
229,稻香村双层竹篮月饼礼盒装900g中秋送礼品广式蛋黄莲蓉五仁多口味,79.9,农承食品专营店,220.0,浙江
230,上海特产鲜肉月饼西区老大房12枚当天现烤真空老字号礼盒包顺丰,95.0,上海广播电视食品专营店,1350.0,上海
231,喜尚美旗舰店流心奶黄榴莲黑松露哆啦A梦礼盒装高档中秋月饼团购,39.9,喜尚美旗舰店,5500.0,浙江
232,云腿月饼云南特产火腿月饼流心蛋黄小饼酥皮散装多口味礼盒装送礼,15.9,潮昂食品专营店,10000.0,云南
233,北海白色恋人流心奶黄月饼8个礼盒装中秋送礼港式蛋黄月饼团购,258.0,沐晨食品专营店,117.0,福建
234,吴川金九伍仁金腿大月饼火腿五仁月饼湛江广式中秋送礼盒装1斤装,139.9,金九月饼邮政速递专卖店,548.0,广东
235,帝辉广东广式月饼大礼盒装中秋节送礼多口味蛋黄莲蓉月饼批发团购,49.9,帝辉食品旗舰店,6000.0,广东
236,华美月饼礼盒装广式双蛋黄莲蓉散装多口味中秋送礼团购大礼包810g,79.9,华美食品旗舰店,650000.0,广东
237,麦香皇大月饼2斤合浦伍仁金腿大个一个装广式五仁叉烧礼盒装送礼,79.0,糖美人食品专营店,642.0,广西
238,润之禧冰皮流心月饼礼盒装定制蛋黄莲蓉散装多口味中秋节礼品送礼,38.9,润之禧,1312.0,浙江
239,稻香村月饼蛋黄莲蓉五仁豆沙多口味中秋节送礼月饼礼盒装团购礼品,34.9,梦达缘贸易有限公司,1642.0,江苏
240,知味观风俗志中秋月饼礼盒装蛋黄莲蓉流心奶黄馅高档批发团购送礼,168.0,知味观官方旗舰店,607.0,浙江
241,嘉华月饼云腿火腿饼云南特产中秋礼盒送礼五仁蛋黄盒装散装多口味,52.8,嘉华纵谷专卖店,952.0,云南
242,稻香村月饼礼盒装广式中秋节蛋黄莲蓉豆沙五仁散装多口味团购送礼,59.9,稻香村博雅专卖店,150000.0,北京
243,中国香港制造美心精选6口味礼盒730g果仁蛋黄莲蓉豆沙月饼,389.0,天猫超市,76.0,上海
244,中国香港原装美心月饼低糖蛋黄莲蓉540g 低糖健康中秋礼盒装,358.0,天猫超市,104.0,上海
245,五芳斋月饼礼盒装送礼广式蛋黄莲蓉多口味中秋节礼品批发团购福利,32.9,东云池城食品专营店,1790.0,浙江
246,吉丽柏雅网红那么大月饼礼盒装中秋节送礼品闽南手工老式蛋黄团购,128.0,吉丽柏雅旗舰店,743.0,福建
247,百亿补贴2020中秋哈根达斯联名Line Friends经典版月饼冰淇淋礼券,198.0,哈根达斯旗舰店,20.0,上海
248,稻香村月饼礼盒装高档三层礼品送礼蛋黄莲蓉月饼广式中秋礼物团购,168.0,中泰食品网,320.0,北京
249,稻香村蛋黄莲蓉五仁豆沙多口味散装传统老式月饼礼盒装中秋送礼,49.9,稻香村食品旗舰店,15000.0,北京
250,朕的心意故宫食品锦盒月饼蛋黄莲蓉椰蓉广式中秋月饼礼盒350g送礼,388.0,朕的心意旗舰店,181.0,福建
251,中秋月饼礼盒装广式蛋黄莲蓉鲍鱼伍仁多口味月饼送礼团购礼品铁盒,138.0,谛品居食品专营,672.0,河南
252,广州皇上皇酒家广式蛋黄月饼礼盒装中秋节送礼老式白莲蓉豆沙椰蓉,39.9,玩车仔88,2061.0,广东
253,三层提篮月饼礼盒装高端广式流心蛋黄五仁多口味团购中秋节送礼品,49.9,嘉誉食品专营店,348.0,浙江
254,星巴克月饼券票星情星悦星奕月饼礼盒门店自提券全国通用配送券,189.0,北京礼券联盟,250.0,上海
255,五芳斋双层竹篮月饼礼盒装广式蛋黄莲蓉中秋节送礼员工团购批发,59.9,中农食品专营店,143.0,浙江
256,华美月饼礼盒装蛋黄豆沙莲蓉月饼散装多口味中秋节广式团购送礼品,27.9,荣耀的明日,1387.0,浙江
257,迪士尼中秋月饼高档经典黑皮8粒礼盒广式酥皮小月饼多味团购送礼,168.0,旭福食品专营店,107.0,上海
258,稻香村月饼礼盒装高档三层中秋送礼广式蛋黄莲蓉五仁多口味包邮,168.0,巴马庄园食品专营店,1047.0,北京
259,北海白色恋人流心奶黄月饼8个礼盒装中秋送礼港式蛋黄月饼团购,258.0,北海白色恋人旗舰店,719.0,广东
260,星巴克月饼礼盒星情门店自提提货月饼星悦星奕北京江浙沪全国通用,189.0,北京团购联盟,441.0,北京
261,【礼券】中秋冰激凌月饼提货卡498型10选1流心奶黄星悦月饼提货券,389.0,誉兴居食品专营店,178.0,北京
262,五芳斋月饼礼盒装送礼中秋节蛋黄莲蓉豆沙多口味广式月饼企业团购,32.9,享叶食品专营店,663.0,浙江
263,中秋节月饼礼盒装送礼高档流心奶黄蔓越莓公司团购礼品盒定制logo,188.0,dorabella朵娜贝拉旗舰店,184.0,上海
264,采蝶轩四大天王月饼(175g*4个) 多口味 广式月饼 中秋送礼 包邮,83.0,采蝶轩旗舰店,142.0,广东
265,江南状元蛋黄莲蓉月饼散装多口味广式豆沙椰蓉批发中秋节送礼,28.8,江南状元旗舰店,4039.0,江苏
266,华美月饼礼盒装中秋节广式传统蛋黄白莲蓉月饼团购送礼品诚挚情意,27.9,聚禾网,1197.0,浙江
267,金尊月饼礼盒装广式中秋蛋黄莲蓉豆沙水果多口味送礼团购,59.9,金尊八零九零专卖店,2998.0,广东
268,五芳斋月饼礼盒装蛋黄莲蓉红豆沙月饼中秋礼盒广式多口味送礼团购,32.9,久味食品专营店,651.0,浙江
269,哈根达斯月饼券票中秋礼盒提货券冰淇淋月饼498型七星伴月 全国用,373.5,jurry999,251.0,上海
270,【拍1发2盒】月饼礼盒多口味台式手工酥皮月饼中秋送礼品团购月饼,138.0,燕丝孕旗舰店,212.0,福建
271,知味观中秋月饼礼盒装广式蛋黄莲蓉流心奶黄苏式木糖醇馅团购送礼,69.9,知味观官方旗舰店,1331.0,浙江
272,荔园流心奶黄月饼美食广式夹心流沙蛋黄月饼中秋送礼35g*9 礼盒装,88.0,凡举食品专营店,90.0,广西
273,杏花楼嫦娥铁盒 月饼礼盒装中秋送礼团购 广式莲蓉五仁豆沙多口味,95.0,杏花楼食品旗舰店,3666.0,上海
274,稻香村双蛋黄莲蓉月饼礼盒广式奶油椰蓉京五仁豆沙多口味散装中秋,99.0,稻香村食品旗舰店,2560.0,北京
275,稻香村月饼礼盒装送礼中秋节传统五仁蛋黄多口味品牌高档广式高端,99.0,稻香村语桐专卖店,3904.0,北京
276,日月坊广式五仁月饼老式传统手工伍仁月饼中秋节糕点心散装多口味,13.8,日月坊旗舰店,20000.0,山东
277,【百亿补贴】稻香村欢乐中秋礼盒京式五仁蛋黄莲蓉月饼迷你饼,25.9,稻香村食品旗舰店,5000.0,北京
278,哈根达斯月饼券498七星伴月中秋冰淇淋月饼礼盒提货券票全国通用,373.5,诚信的店家88,342.0,上海
279,老鼎丰东北正宗哈尔滨老式川酥五仁枣泥月饼中华老字号,50.0,老鼎丰旗舰店,3422.0,黑龙江
280,朕的心意故宫食品蛋黄月莲蓉红豆五仁豆沙月饼中秋礼盒装圆盒送礼,488.0,朕的心意旗舰店,215.0,福建
281,云腿月饼800g云南特产散装多口味宣威火腿蛋黄月饼中秋礼盒装送礼,68.9,云宣稻香园旗舰店,15000.0,云南
282,知味观一出好戏中秋月饼礼盒装流心奶黄广式蛋黄高档团购批发送礼,228.0,知味观官方旗舰店,299.0,浙江
283,星巴克月饼券348星情礼盒江浙沪月饼提货券票中秋北京自提券全国,243.6,首农商城,335.0,北京
284,日威月饼礼悦金秋礼盒760g水果味网红月饼中秋送礼高档礼盒装团购,136.8,悠乐食品专营店,270.0,浙江
285,麦田农夫闽南网红大月饼礼盒装送礼超大个高端包装中秋礼品团购,128.0,麦田农夫旗舰店,158.0,福建
286,故宫月饼朕的心意食品礼盒锦盒福昕中秋广式月饼员工福利送礼慰问,298.0,祥瑞坊食品专营店,181.0,北京
287,YOTIME糕点中秋节苏式集锦月饼礼盒装510g酥皮蛋黄流心团购送礼品,158.0,天猫超市,93.0,上海
288,稻香村月饼礼盒传统五仁枣泥豆沙奶油椰蓉蛋黄莲蓉中秋多口味散装,89.0,稻香村食品旗舰店,605.0,北京
289,稻香村X剑网3大IP梦回稻香中秋流心奶黄蛋黄莲蓉多口味月饼礼盒装,238.0,稻香村食品旗舰店,1051.0,北京
290,吴川金九月饼伍仁金腿2斤五仁月饼礼盒广式火腿大月饼一个装送礼Z,218.0,金九旗舰店,4073.0,广东
291,采蝶轩双黄纯莲蓉月饼(175g*4个) 传统工艺 广式月饼 包邮,90.0,采蝶轩旗舰店,182.0,广东
292,云腿月饼云南特产宣威火腿小饼中秋月饼礼盒装送礼糕点散装多口味,13.9,宵雅旗舰店,15000.0,云南
293,润之禧大月饼礼盒装实木盒广式蛋黄莲蓉中秋节送礼品企业定制logo,68.9,魅力的禅人,1021.0,浙江
294,香港美心月饼券票348型流心奶黄月饼礼盒提货券318双黄白莲蓉,200.0,往前往前0,105.0,上海
295,YOTIME中秋节传统糕点多口味绿豆糕月饼礼盒544g团购送礼手工制作,138.0,天猫超市,351.0,上海
296,心柔广式冰皮月饼水晶流心6个装榴莲芒果蓝莓果味中秋团购送礼饼,99.0,茗派食品专营店,467.0,广东
297,香港元朗荣华纯正伍仁广式中秋月饼礼盒740g/盒,186.0,天猫超市,133.0,上海
298,云腿月饼礼盒装送礼20枚*80g蛋黄月饼散装多口味云南特产火腿月饼,108.0,新益号茶叶旗舰店,604.0,云南
299,稻香村稻香盛世月饼礼盒装1225g蛋黄莲蓉中秋节礼品多口味团购,129.9,云鼎润杰食品专营店,330.0,天津
300,中秋月饼礼盒装送礼中秋节巧克力月饼创意广式流心冰皮多口味批发,99.0,可可林旗舰店,185.0,河南
301,迷你月饼5斤装约100个多种口味混搭广式老式五仁红豆沙水果味月饼,18.8,锦晟食品专营店,8000.0,河北
302,中秋节广式月饼礼盒装送礼五仁蛋黄莲蓉燕窝奶黄流心团购定制礼品,109.9,烟雨楼旗舰店,549.0,浙江
303,米旗招牌月饼礼盒装700g 蛋黄莲蓉五仁老月饼中秋节员工礼品团购,139.0,米旗官方旗舰店,866.0,陕西
304,五芳斋月饼礼盒装中秋节送礼品蛋黄莲蓉广式多口味官方旗舰店团购,32.9,新鲜惠食品专营店,583.0,浙江
305,哈根达斯月饼券268型玲珑心意中秋冰淇淋月饼礼盒提货券票 全国用,201.0,票券世家,2350.0,上海
306,妙手回潮中秋节月饼礼盒装送礼流心奶黄蛋黄莲蓉燕窝创意高档礼品,218.0,妙手回潮企业店,503.0,广东
307,荃盛月饼礼盒装广式蛋黄莲蓉豆沙散装多口味冰皮燕窝月饼中秋送礼,59.9,荃盛诺莎朵专卖店,1228.0,浙江
308,广州皇上皇酒家双黄白莲蓉月饼蛋黄豆沙广式月饼散装老式传统中秋,48.8,玩车仔88,1349.0,广东
309,月饼 稻香村竹篮月饼礼盒装900克双层蛋黄五仁多口味团购中秋送礼,79.9,金稻食品专营店,178.0,浙江
310,稻香村月饼礼盒装锦礼双层广式月饼中秋送人礼品高档稻花香春月饼,180.0,浩然尚品食品专营店,45.0,北京
311,华美高端月饼礼盒装广式燕窝蛋黄白莲蓉散装多口味中秋节礼品送礼,199.0,华美华夫专卖店,251.0,浙江
312,徐福记月饼礼盒【福月好礼】中秋节月饼礼盒装送礼企业团购,143.0,中谷粮品食品专营店,146.0,北京
313,杏花楼豪华提篮月饼礼盒装送礼 中秋节礼品传统广式蛋黄莲蓉五仁,398.0,杏花楼食品旗舰店,308.0,上海
314,三珍斋月饼礼盒装流心奶黄散装多口味中秋节送礼品高端礼盒团购,69.9,禾乡缘食品专营店,289.0,浙江
315,元朗荣华流心奶黄月饼礼盒广式流沙蛋黄中秋送礼礼盒中秋月饼团购,198.0,元朗荣华全天乐专卖店,127.0,广东
316,现货半岛迷你奶黄月饼 香港代购半岛酒店正品奶黄月饼8个顺丰包邮,408.0,香港aeon代购,101.0,香港
317,2020香港美心月饼双黄白莲蓉港式中秋送礼礼盒蛋黄白莲蓉团购月饼,238.0,tangguzai8,247.0,广东
318,上海龙华素斋龙华秋月苏式月饼礼盒苏式百果多口味中秋网红顺丰,88.0,tb6744566_88,1439.0,上海
319,中国香港美心流心奶黄月饼礼盒装多口味礼品送礼港式中秋月饼礼盒,318.0,绿都食品专营店,375.0,北京
320,燕窝月饼礼盒装高档多口味无糖桃山皮流心奶黄广式中秋节礼品团购,258.0,漫时刻旗舰店,192.0,上海
321,虹山面粉厂云腿月饼散装10枚云南特产宣威火腿月饼酥皮月饼1000g,80.0,虹山食品专营店,1260.0,云南
322,五芳斋双层竹篮月饼礼盒装广式蛋黄莲蓉中秋节送礼酱鸭绿豆糕团购,159.0,五芳斋官方旗舰店,19.0,浙江
323,广式提篮月饼送礼礼盒装豆沙蛋黄莲蓉散装多口味冰皮中秋节小礼品,78.0,享食者旗舰店,786.0,江苏
324,柳州饭店银柳月饼广式酥皮月下白莲蓉蛋黄豆沙月传统中秋送礼盒装,70.4,银柳旗舰店,169.0,广西
325,知味观筒装苏式月饼糕点木糖醇 老式中秋礼品椒盐百果酥皮咸月饼,39.9,知味观官方旗舰店,2118.0,浙江
326,美心月饼券票中秋港式月饼礼盒提货券348型流心奶黄 全国使用,313.2,jurry999,919.0,上海
327,美亿嘉大月饼提篮礼盒装广式蛋黄莲蓉五仁散装多口味中秋节送礼品,59.9,美亿嘉旗舰店,738.0,浙江
328,五芳斋蛋黄莲蓉月饼礼盒装广式多口味豆沙中秋节送礼品团购水果味,79.9,五芳斋浙江专卖店,1049.0,浙江
329,稻香村稻香四喜月饼中秋礼盒蛋黄莲蓉广式流心奶黄多口味豆沙五仁,288.0,稻香村食品旗舰店,40.0,四川
330,Disney迪士尼经典黑皮月饼礼盒8枚装零食高档中秋节送礼团购,338.0,天猫超市,29.0,上海
331,迪士尼快乐明星月饼礼盒480g中秋高档送礼花式酥皮多口味月饼团购,208.0,天猫超市,334.0,上海
332,香港元朗荣华流心奶黄月饼礼盒360g/盒企业团购中秋送礼,220.0,天猫超市,112.0,上海
333,香港元朗荣华广式月饼礼盒双黄白莲蓉月饼740g糕点,220.0,天猫超市,442.0,上海
334,冰皮月饼礼盒装送礼流心奶黄月饼榴莲水果散装多口味中秋节靓小白,46.9,靓小白旗舰店,100000.0,广东
335,中国香港美心流心奶黄月饼礼盒360g港式广式糕点流沙蛋黄中秋送礼,318.0,天猫会员店,137.0,上海
336,昊聚德月饼礼盒装送礼冰皮多口味流心奶黄五仁蛋黄中秋礼品纯手工,39.9,昊聚食品专营店,1319.0,江苏
337,金鹏广式双黄月饼100g*4个散装蛋黄白莲蓉味老式中秋月饼团购批发,15.8,十月邻里食品专营店,15000.0,广东
338,哦伊哦伊流心奶黄月饼礼盒装送礼品中秋节港式蛋黄流沙散装多口味,168.0,哦伊哦伊旗舰店,15000.0,浙江
339,水果月饼礼盒装高档广式月饼豆沙多口味流心奶黄月饼中秋团购送礼,328.0,遁地蜀旗舰店,135.0,浙江
340,2斤酥皮月饼老五仁苏式月饼多口味散装中秋传统手工糕点心礼盒装,16.9,友丽雅旗舰店,70000.0,山东
341,星巴克月饼券票星情348型中秋月饼礼盒提货券月饼票江浙沪用现货,192.0,c雨雨99,155.0,上海
342,广州酒家利口福广式五仁月饼礼盒750g中秋金腿伍仁月饼团购包邮,149.0,favfeel,135.0,广东
